OrderID,OrderDate,CustomerID,CustomerName,Segment,Region,State,Category,SubCategory,Product,UnitPrice,Quantity,Discount,Sales,Cost,Profit,PaymentMethod,ShipMode,ProfitMargin
ORD-00154,2024-08-07,C0140,Aarav Sharma,Consumer,Central,Texas,Technology,Phones,Wireless Headset,129,3,0.2,309.6,189.63,119.97,Bank Transfer,First Class,38.75
ORD-00155,2025-01-08,C0159,Mia Wilson,Corporate,East,Massachusetts,Office Supplies,Storage,Filing Cabinet,189,5,0.0,945.0,576.45,368.55,UPI,Second Class,39.0
ORD-00156,2025-08-12,C0004,Noah Garcia,Home Office,Central,Texas,Technology,Accessories,Laptop Sleeve,35,5,0.0,175.0,66.5,108.5,UPI,First Class,62.0
ORD-00157,2024-05-19,C0113,Ananya Davis,Corporate,South,Florida,Office Supplies,Storage,Storage Box,32,6,0.0,192.0,82.56,109.44,UPI,Standard Class,57.0
ORD-00158,2024-07-11,C0031,Sara Miller,Home Office,West,California,Office Supplies,Paper,Notebook Set,22,2,0.05,41.8,17.6,24.2,Debit Card,First Class,57.89
ORD-00159,2025-07-20,C0031,Sara Miller,Home Office,Central,Ohio,Technology,Accessories,Laptop Sleeve,35,3,0.0,105.0,39.9,65.1,Bank Transfer,Same Day,62.0
ORD-00160,2024-07-29,C0024,Sara Miller,Corporate,East,Pennsylvania,Technology,Accessories,USB-C Hub,59,5,0.15,250.75,132.75,118.0,Credit Card,First Class,47.06
ORD-00161,2024-05-20,C0085,Kavya Smith,Consumer,South,Georgia,Technology,Phones,Wireless Headset,129,3,0.15,328.95,189.63,139.32,Debit Card,Second Class,42.35
ORD-00162,2025-01-06,C0038,Kavya Johnson,Consumer,West,California,Technology,Phones,Wireless Headset,129,1,0.0,129.0,63.21,65.79,Bank Transfer,Same Day,51.0
ORD-00163,2025-08-25,C0005,Noah Patel,Consumer,East,Massachusetts,Furniture,Chairs,Ergonomic Chair,399,3,0.1,1077.3,754.11,323.19,Bank Transfer,Standard Class,30.0
ORD-00164,2024-07-05,C0178,Isha Khan,Corporate,Central,Texas,Furniture,Chairs,Office Chair,199,1,0.2,159.2,113.43,45.77,Bank Transfer,Standard Class,28.75
ORD-00165,2024-08-29,C0068,Kavya Davis,Home Office,South,Florida,Furniture,Tables,Coffee Table,149,2,0.05,283.1,154.96,128.14,UPI,Same Day,45.26
ORD-00166,2025-07-07,C0158,Noah Smith,Consumer,Central,Ohio,Technology,Accessories,Laptop Sleeve,35,5,0.2,140.0,66.5,73.5,Credit Card,Standard Class,52.5
ORD-00167,2025-08-16,C0091,Liam Garcia,Corporate,West,California,Office Supplies,Paper,Notebook Set,22,12,0.1,237.6,105.6,132.0,Bank Transfer,Same Day,55.56
ORD-00168,2024-11-29,C0099,Noah Patel,Home Office,West,Oregon,Office Supplies,Paper,Copy Paper,15,7,0.0,105.0,36.75,68.25,UPI,Same Day,65.0
ORD-00169,2024-04-15,C0067,Mia Davis,Consumer,Central,Ohio,Office Supplies,Storage,Storage Box,32,4,0.0,128.0,55.04,72.96,Bank Transfer,First Class,57.0
ORD-00170,2025-02-01,C0066,Lucas Wilson,Corporate,East,Pennsylvania,Office Supplies,Writing,Desk Organizer,28,12,0.2,268.8,137.76,131.04,Debit Card,Second Class,48.75
ORD-00171,2025-08-18,C0164,Isha Brown,Home Office,East,Massachusetts,Furniture,Chairs,Ergonomic Chair,399,4,0.0,1596.0,1005.48,590.52,Credit Card,Same Day,37.0
ORD-00172,2025-04-18,C0150,Noah Brown,Home Office,Central,Ohio,Office Supplies,Storage,Filing Cabinet,189,12,0.0,2268.0,1383.48,884.52,Credit Card,Same Day,39.0
ORD-00173,2024-03-24,C0127,Mia Khan,Corporate,Central,Illinois,Furniture,Tables,Coffee Table,149,5,0.15,633.25,387.4,245.85,Bank Transfer,Same Day,38.82
ORD-00174,2025-12-21,C0129,Kavya Smith,Home Office,Central,Ohio,Office Supplies,Paper,Notebook Set,22,7,0.15,130.9,61.6,69.3,Credit Card,First Class,52.94
ORD-00175,2024-08-08,C0064,Aarav Miller,Home Office,South,Florida,Furniture,Chairs,Office Chair,199,5,0.05,945.25,567.15,378.1,UPI,Standard Class,40.0
ORD-00176,2024-02-18,C0015,Noah Wilson,Corporate,Central,Texas,Technology,Phones,Smartphone,699,4,0.0,2796.0,1509.84,1286.16,Debit Card,Same Day,46.0
ORD-00177,2025-06-20,C0104,Lucas Garcia,Corporate,South,Georgia,Technology,Accessories,USB-C Hub,59,3,0.2,141.6,79.65,61.95,UPI,Same Day,43.75
ORD-00178,2024-11-20,C0041,Kavya Davis,Home Office,Central,Ohio,Technology,Computers,Laptop,1099,4,0.2,3516.8,2901.36,615.44,Credit Card,Second Class,17.5
ORD-00179,2024-07-27,C0173,Liam Khan,Corporate,East,New York,Office Supplies,Writing,Pen Pack,12,2,0.0,24.0,7.2,16.8,Bank Transfer,First Class,70.0
ORD-00180,2024-02-13,C0021,Noah Brown,Corporate,East,New York,Office Supplies,Paper,Copy Paper,15,12,0.0,180.0,63.0,117.0,Credit Card,Second Class,65.0
ORD-00181,2025-09-19,C0105,Isha Khan,Home Office,East,New York,Office Supplies,Paper,Copy Paper,15,11,0.05,156.75,57.75,99.0,Debit Card,Standard Class,63.16
ORD-00182,2024-10-27,C0143,Liam Patel,Home Office,East,New York,Technology,Accessories,Laptop Sleeve,35,1,0.0,35.0,13.3,21.7,Debit Card,First Class,62.0
ORD-00183,2025-10-20,C0173,Liam Khan,Corporate,East,New York,Furniture,Chairs,Office Chair,199,4,0.2,636.8,453.72,183.08,Credit Card,First Class,28.75
ORD-00184,2024-08-11,C0048,Lucas Patel,Consumer,Central,Ohio,Furniture,Tables,Study Desk,279,4,0.0,1116.0,669.6,446.4,Debit Card,First Class,40.0
ORD-00185,2025-06-04,C0127,Mia Khan,Corporate,West,Washington,Furniture,Tables,Coffee Table,149,3,0.0,447.0,232.44,214.56,Bank Transfer,First Class,48.0
ORD-00186,2024-05-23,C0128,Lucas Brown,Home Office,Central,Illinois,Furniture,Chairs,Ergonomic Chair,399,3,0.2,957.6,754.11,203.49,Bank Transfer,First Class,21.25
ORD-00187,2024-11-19,C0175,Noah Garcia,Consumer,West,Washington,Office Supplies,Paper,Copy Paper,15,8,0.0,120.0,42.0,78.0,Bank Transfer,Same Day,65.0
ORD-00188,2024-09-21,C0066,Lucas Wilson,Corporate,South,Georgia,Furniture,Tables,Coffee Table,149,4,0.15,506.6,309.92,196.68,Bank Transfer,First Class,38.82
ORD-00189,2024-05-30,C0135,Aarav Davis,Corporate,South,North Carolina,Office Supplies,Storage,Storage Box,32,10,0.0,320.0,137.6,182.4,Bank Transfer,Same Day,57.0
ORD-00190,2024-06-27,C0101,Ananya Wilson,Consumer,Central,Texas,Technology,Accessories,Laptop Sleeve,35,1,0.15,29.75,13.3,16.45,UPI,Same Day,55.29
ORD-00191,2024-03-28,C0033,Liam Patel,Consumer,South,Georgia,Technology,Accessories,USB-C Hub,59,5,0.2,236.0,132.75,103.25,UPI,Same Day,43.75
ORD-00192,2024-12-04,C0131,Kavya Sharma,Consumer,West,California,Furniture,Tables,Study Desk,279,1,0.2,223.2,167.4,55.8,Credit Card,Second Class,25.0
ORD-00193,2024-11-29,C0118,Ananya Wilson,Consumer,West,California,Technology,Phones,Wireless Headset,129,5,0.05,612.75,316.05,296.7,Bank Transfer,Standard Class,48.42
ORD-00194,2024-04-29,C0035,Ananya Johnson,Corporate,East,Pennsylvania,Furniture,Tables,Coffee Table,149,1,0.1,134.1,77.48,56.62,Bank Transfer,Second Class,42.22
ORD-00195,2024-02-09,C0043,Sara Miller,Consumer,West,California,Office Supplies,Storage,Storage Box,32,5,0.0,160.0,68.8,91.2,Credit Card,First Class,57.0
ORD-00196,2025-07-31,C0022,Isha Smith,Home Office,Central,Texas,Technology,Phones,Wireless Headset,129,2,0.15,219.3,126.42,92.88,Credit Card,Standard Class,42.35
ORD-00197,2025-04-01,C0004,Noah Garcia,Home Office,East,New York,Office Supplies,Paper,Notebook Set,22,11,0.2,193.6,96.8,96.8,UPI,Standard Class,50.0
ORD-00198,2025-07-28,C0180,Mia Johnson,Corporate,Central,Illinois,Office Supplies,Storage,Storage Box,32,8,0.0,256.0,110.08,145.92,Bank Transfer,Standard Class,57.0
ORD-00199,2024-07-16,C0020,Aarav Davis,Consumer,East,Pennsylvania,Office Supplies,Writing,Desk Organizer,28,8,0.15,190.4,91.84,98.56,UPI,Second Class,51.76
ORD-00200,2025-04-27,C0022,Isha Smith,Home Office,West,Oregon,Technology,Accessories,Laptop Sleeve,35,1,0.0,35.0,13.3,21.7,UPI,Second Class,62.0
ORD-00201,2025-01-04,C0130,Isha Sharma,Corporate,Central,Illinois,Technology,Accessories,Laptop Sleeve,35,1,0.2,28.0,13.3,14.7,Bank Transfer,First Class,52.5
ORD-00202,2025-09-05,C0158,Noah Smith,Consumer,Central,Texas,Technology,Phones,Smartphone,699,4,0.0,2796.0,1509.84,1286.16,Credit Card,First Class,46.0
ORD-00203,2025-05-27,C0032,Aarav Khan,Home Office,South,Georgia,Furniture,Tables,Study Desk,279,1,0.0,279.0,167.4,111.6,Credit Card,Second Class,40.0
ORD-00204,2024-08-29,C0060,Aarav Davis,Corporate,Central,Ohio,Technology,Phones,Smartphone,699,2,0.15,1188.3,754.92,433.38,Credit Card,Same Day,36.47
ORD-00205,2024-12-09,C0115,Aarav Sharma,Consumer,West,Oregon,Technology,Accessories,USB-C Hub,59,4,0.1,212.4,106.2,106.2,Credit Card,Same Day,50.0
ORD-00206,2024-02-23,C0119,Kavya Khan,Consumer,Central,Ohio,Technology,Accessories,Laptop Sleeve,35,3,0.15,89.25,39.9,49.35,Debit Card,First Class,55.29
ORD-00207,2024-12-22,C0049,Kavya Davis,Home Office,West,California,Technology,Computers,Monitor,249,5,0.05,1182.75,722.1,460.65,UPI,Second Class,38.95
ORD-00208,2024-10-11,C0079,Noah Sharma,Consumer,West,Washington,Office Supplies,Storage,Filing Cabinet,189,1,0.05,179.55,115.29,64.26,UPI,Standard Class,35.79
ORD-00209,2025-04-29,C0123,Ananya Patel,Corporate,Central,Ohio,Technology,Accessories,Laptop Sleeve,35,5,0.15,148.75,66.5,82.25,Credit Card,Second Class,55.29
ORD-00210,2025-10-13,C0169,Aarav Patel,Home Office,East,Pennsylvania,Technology,Phones,Smartphone,699,4,0.0,2796.0,1509.84,1286.16,Debit Card,Standard Class,46.0
ORD-00211,2024-02-16,C0100,Ethan Sharma,Home Office,South,North Carolina,Furniture,Chairs,Ergonomic Chair,399,5,0.15,1695.75,1256.85,438.9,UPI,Standard Class,25.88
ORD-00212,2025-10-30,C0003,Liam Johnson,Corporate,West,California,Technology,Phones,Wireless Headset,129,1,0.0,129.0,63.21,65.79,Debit Card,Standard Class,51.0
ORD-00213,2025-03-27,C0129,Kavya Smith,Home Office,South,North Carolina,Technology,Computers,Monitor,249,4,0.05,946.2,577.68,368.52,Bank Transfer,Standard Class,38.95
ORD-00214,2025-09-10,C0082,Sara Johnson,Corporate,East,Pennsylvania,Technology,Accessories,Laptop Sleeve,35,4,0.0,140.0,53.2,86.8,Bank Transfer,Same Day,62.0
ORD-00215,2025-08-15,C0063,Mia Patel,Consumer,West,Washington,Office Supplies,Writing,Desk Organizer,28,5,0.1,126.0,57.4,68.6,Debit Card,First Class,54.44
ORD-00216,2025-09-28,C0103,Lucas Wilson,Consumer,West,Washington,Furniture,Chairs,Ergonomic Chair,399,5,0.0,1995.0,1256.85,738.15,Debit Card,First Class,37.0
ORD-00217,2025-04-14,C0011,Kavya Sharma,Corporate,Central,Ohio,Technology,Phones,Smartphone,699,2,0.2,1118.4,754.92,363.48,UPI,First Class,32.5
ORD-00218,2025-02-01,C0096,Noah Khan,Corporate,East,New York,Furniture,Tables,Coffee Table,149,3,0.0,447.0,232.44,214.56,UPI,Standard Class,48.0
ORD-00219,2024-07-31,C0053,Kavya Sharma,Home Office,East,Massachusetts,Technology,Phones,Wireless Headset,129,2,0.0,258.0,126.42,131.58,Debit Card,First Class,51.0
ORD-00220,2024-11-13,C0047,Lucas Miller,Corporate,South,Florida,Office Supplies,Paper,Copy Paper,15,9,0.05,128.25,47.25,81.0,Debit Card,First Class,63.16
ORD-00221,2025-04-18,C0127,Mia Khan,Corporate,East,New York,Office Supplies,Storage,Filing Cabinet,189,9,0.05,1615.95,1037.61,578.34,Bank Transfer,Standard Class,35.79
ORD-00222,2025-08-23,C0054,Liam Davis,Consumer,East,Pennsylvania,Office Supplies,Paper,Notebook Set,22,12,0.1,237.6,105.6,132.0,UPI,Second Class,55.56
ORD-00223,2024-08-23,C0096,Noah Khan,Corporate,West,California,Technology,Phones,Smartphone,699,3,0.0,2097.0,1132.38,964.62,Credit Card,Standard Class,46.0
ORD-00224,2024-06-04,C0040,Kavya Garcia,Corporate,West,Oregon,Technology,Computers,Laptop,1099,3,0.1,2967.3,2176.02,791.28,Credit Card,First Class,26.67
ORD-00225,2024-08-04,C0063,Mia Patel,Consumer,Central,Illinois,Office Supplies,Paper,Copy Paper,15,12,0.05,171.0,63.0,108.0,UPI,Standard Class,63.16
ORD-00226,2024-06-29,C0100,Ethan Sharma,Home Office,South,North Carolina,Furniture,Chairs,Office Chair,199,5,0.05,945.25,567.15,378.1,Credit Card,Second Class,40.0
ORD-00227,2024-11-02,C0141,Lucas Johnson,Consumer,West,California,Office Supplies,Storage,Storage Box,32,2,0.15,54.4,27.52,26.88,Bank Transfer,Second Class,49.41
ORD-00228,2025-02-09,C0095,Isha Wilson,Corporate,Central,Texas,Office Supplies,Storage,Filing Cabinet,189,3,0.05,538.65,345.87,192.78,Bank Transfer,Second Class,35.79
ORD-00229,2025-03-16,C0170,Mia Patel,Home Office,Central,Illinois,Furniture,Tables,Study Desk,279,5,0.15,1185.75,837.0,348.75,UPI,Same Day,29.41
ORD-00230,2024-07-24,C0103,Lucas Wilson,Consumer,East,New York,Technology,Computers,Monitor,249,1,0.1,224.1,144.42,79.68,Credit Card,Second Class,35.56
ORD-00231,2024-09-16,C0069,Noah Patel,Corporate,West,California,Furniture,Chairs,Office Chair,199,1,0.1,179.1,113.43,65.67,Credit Card,Second Class,36.67
ORD-00232,2024-10-16,C0021,Noah Brown,Corporate,South,Georgia,Office Supplies,Writing,Pen Pack,12,12,0.2,115.2,43.2,72.0,UPI,Standard Class,62.5
ORD-00233,2024-10-18,C0065,Kavya Sharma,Consumer,West,Oregon,Furniture,Chairs,Ergonomic Chair,399,2,0.2,638.4,502.74,135.66,Debit Card,Same Day,21.25
ORD-00234,2025-05-12,C0048,Lucas Patel,Consumer,East,New York,Technology,Computers,Laptop,1099,5,0.05,5220.25,3626.7,1593.55,Debit Card,Second Class,30.53
ORD-00235,2025-09-23,C0148,Ananya Patel,Consumer,West,Oregon,Office Supplies,Storage,Storage Box,32,6,0.0,192.0,82.56,109.44,Debit Card,Same Day,57.0
ORD-00236,2024-09-21,C0050,Mia Miller,Corporate,West,Washington,Office Supplies,Writing,Pen Pack,12,8,0.0,96.0,28.8,67.2,UPI,Second Class,70.0
ORD-00237,2024-08-01,C0053,Kavya Sharma,Home Office,East,Pennsylvania,Technology,Computers,Laptop,1099,3,0.0,3297.0,2176.02,1120.98,Debit Card,Same Day,34.0
ORD-00238,2025-12-10,C0067,Mia Davis,Consumer,East,Massachusetts,Technology,Accessories,Laptop Sleeve,35,5,0.0,175.0,66.5,108.5,Debit Card,First Class,62.0
ORD-00239,2025-07-09,C0047,Lucas Miller,Corporate,West,Washington,Office Supplies,Storage,Storage Box,32,6,0.0,192.0,82.56,109.44,Bank Transfer,Second Class,57.0
ORD-00240,2024-02-15,C0094,Sara Smith,Corporate,West,California,Technology,Computers,Laptop,1099,5,0.0,5495.0,3626.7,1868.3,Bank Transfer,First Class,34.0
ORD-00241,2025-12-25,C0113,Ananya Davis,Corporate,West,Washington,Technology,Accessories,USB-C Hub,59,4,0.1,212.4,106.2,106.2,Credit Card,First Class,50.0
ORD-00242,2024-02-11,C0126,Mia Wilson,Consumer,East,Massachusetts,Office Supplies,Storage,Storage Box,32,5,0.0,160.0,68.8,91.2,UPI,Standard Class,57.0
ORD-00243,2025-12-05,C0011,Kavya Sharma,Corporate,East,New York,Office Supplies,Storage,Storage Box,32,5,0.0,160.0,68.8,91.2,UPI,First Class,57.0
ORD-00244,2025-08-05,C0162,Aarav Johnson,Home Office,East,New York,Office Supplies,Paper,Notebook Set,22,4,0.0,88.0,35.2,52.8,Bank Transfer,Second Class,60.0
ORD-00245,2024-05-11,C0140,Aarav Sharma,Consumer,Central,Ohio,Furniture,Chairs,Office Chair,199,1,0.15,169.15,113.43,55.72,Bank Transfer,First Class,32.94
ORD-00246,2024-08-18,C0102,Lucas Smith,Consumer,Central,Illinois,Furniture,Chairs,Ergonomic Chair,399,2,0.0,798.0,502.74,295.26,UPI,Same Day,37.0
ORD-00247,2024-06-19,C0062,Ananya Garcia,Consumer,Central,Texas,Office Supplies,Storage,Storage Box,32,9,0.05,273.6,123.84,149.76,Debit Card,Second Class,54.74
ORD-00248,2024-03-24,C0019,Aarav Patel,Home Office,Central,Illinois,Furniture,Chairs,Office Chair,199,4,0.15,676.6,453.72,222.88,Credit Card,First Class,32.94
ORD-00249,2024-07-28,C0148,Ananya Patel,Consumer,West,Washington,Office Supplies,Writing,Desk Organizer,28,2,0.1,50.4,22.96,27.44,Bank Transfer,Standard Class,54.44
ORD-00250,2025-06-23,C0161,Kavya Brown,Home Office,East,Massachusetts,Furniture,Tables,Coffee Table,149,2,0.05,283.1,154.96,128.14,UPI,Same Day,45.26
ORD-00251,2025-03-08,C0010,Sara Sharma,Corporate,South,Georgia,Furniture,Tables,Coffee Table,149,5,0.1,670.5,387.4,283.1,Credit Card,Same Day,42.22
ORD-00252,2025-11-07,C0171,Lucas Brown,Home Office,West,Oregon,Furniture,Chairs,Ergonomic Chair,399,2,0.0,798.0,502.74,295.26,UPI,Standard Class,37.0
ORD-00253,2025-08-22,C0062,Ananya Garcia,Consumer,South,Georgia,Office Supplies,Writing,Desk Organizer,28,6,0.2,134.4,68.88,65.52,UPI,Second Class,48.75
ORD-00254,2025-11-21,C0127,Mia Khan,Corporate,Central,Illinois,Furniture,Chairs,Office Chair,199,3,0.0,597.0,340.29,256.71,Bank Transfer,First Class,43.0
ORD-00255,2025-06-07,C0031,Sara Miller,Home Office,South,Florida,Technology,Accessories,USB-C Hub,59,3,0.0,177.0,79.65,97.35,UPI,Standard Class,55.0
ORD-00256,2024-04-12,C0008,Ananya Miller,Consumer,West,California,Furniture,Chairs,Ergonomic Chair,399,3,0.15,1017.45,754.11,263.34,Credit Card,First Class,25.88
ORD-00257,2024-04-16,C0059,Isha Wilson,Home Office,Central,Texas,Office Supplies,Writing,Pen Pack,12,7,0.1,75.6,25.2,50.4,Credit Card,First Class,66.67
ORD-00258,2024-05-04,C0167,Lucas Miller,Consumer,South,Florida,Technology,Accessories,USB-C Hub,59,5,0.0,295.0,132.75,162.25,Bank Transfer,Standard Class,55.0
ORD-00259,2025-09-01,C0153,Aarav Miller,Corporate,South,Florida,Furniture,Tables,Coffee Table,149,2,0.05,283.1,154.96,128.14,Bank Transfer,Second Class,45.26
ORD-00260,2024-01-05,C0129,Kavya Smith,Home Office,South,North Carolina,Office Supplies,Writing,Pen Pack,12,6,0.0,72.0,21.6,50.4,Debit Card,Same Day,70.0
ORD-00261,2025-09-15,C0116,Ananya Garcia,Home Office,South,Florida,Technology,Phones,Wireless Headset,129,3,0.1,348.3,189.63,158.67,UPI,Same Day,45.56
ORD-00262,2025-01-18,C0129,Kavya Smith,Home Office,South,Florida,Office Supplies,Storage,Storage Box,32,7,0.0,224.0,96.32,127.68,UPI,Standard Class,57.0
ORD-00263,2025-09-07,C0144,Ananya Sharma,Home Office,South,Florida,Office Supplies,Storage,Filing Cabinet,189,11,0.1,1871.1,1268.19,602.91,Debit Card,Standard Class,32.22
ORD-00264,2025-04-07,C0098,Mia Wilson,Home Office,South,Florida,Technology,Accessories,Laptop Sleeve,35,5,0.15,148.75,66.5,82.25,UPI,Same Day,55.29
ORD-00265,2024-03-16,C0138,Isha Brown,Home Office,East,Pennsylvania,Office Supplies,Storage,Storage Box,32,9,0.0,288.0,123.84,164.16,Credit Card,Standard Class,57.0
ORD-00266,2024-04-02,C0141,Lucas Johnson,Consumer,East,New York,Technology,Computers,Monitor,249,5,0.0,1245.0,722.1,522.9,Bank Transfer,Second Class,42.0
ORD-00267,2025-06-10,C0025,Noah Khan,Home Office,South,Florida,Furniture,Tables,Coffee Table,149,5,0.0,745.0,387.4,357.6,Debit Card,Standard Class,48.0
ORD-00268,2024-09-29,C0014,Isha Smith,Consumer,West,Oregon,Technology,Phones,Smartphone,699,5,0.0,3495.0,1887.3,1607.7,Debit Card,Same Day,46.0
ORD-00269,2025-02-28,C0164,Isha Brown,Home Office,West,California,Furniture,Chairs,Office Chair,199,1,0.2,159.2,113.43,45.77,Bank Transfer,Second Class,28.75
ORD-00270,2025-11-03,C0070,Mia Patel,Home Office,East,Massachusetts,Furniture,Tables,Study Desk,279,2,0.1,502.2,334.8,167.4,UPI,Same Day,33.33
ORD-00271,2024-11-29,C0084,Noah Sharma,Corporate,East,Massachusetts,Office Supplies,Storage,Storage Box,32,10,0.05,304.0,137.6,166.4,Bank Transfer,First Class,54.74
ORD-00272,2024-01-27,C0100,Ethan Sharma,Home Office,East,Massachusetts,Office Supplies,Paper,Notebook Set,22,8,0.0,176.0,70.4,105.6,Credit Card,Second Class,60.0
ORD-00273,2025-12-12,C0123,Ananya Patel,Corporate,East,Pennsylvania,Technology,Accessories,Laptop Sleeve,35,3,0.15,89.25,39.9,49.35,Credit Card,Second Class,55.29
ORD-00274,2024-07-14,C0179,Noah Patel,Home Office,Central,Illinois,Office Supplies,Writing,Pen Pack,12,5,0.0,60.0,18.0,42.0,Bank Transfer,Second Class,70.0
ORD-00275,2024-01-22,C0178,Isha Khan,Corporate,Central,Illinois,Technology,Phones,Smartphone,699,4,0.15,2376.6,1509.84,866.76,Debit Card,First Class,36.47
ORD-00276,2024-04-09,C0126,Mia Wilson,Consumer,East,New York,Technology,Accessories,Laptop Sleeve,35,5,0.0,175.0,66.5,108.5,UPI,First Class,62.0
ORD-00277,2024-03-02,C0160,Ethan Garcia,Home Office,South,Georgia,Furniture,Chairs,Ergonomic Chair,399,3,0.15,1017.45,754.11,263.34,Bank Transfer,Standard Class,25.88
ORD-00278,2025-04-15,C0130,Isha Sharma,Corporate,West,Oregon,Office Supplies,Writing,Pen Pack,12,1,0.0,12.0,3.6,8.4,Bank Transfer,Same Day,70.0
ORD-00279,2024-05-26,C0155,Mia Smith,Consumer,South,Georgia,Furniture,Chairs,Ergonomic Chair,399,4,0.1,1436.4,1005.48,430.92,Credit Card,Second Class,30.0
ORD-00280,2025-03-15,C0165,Sara Wilson,Consumer,West,Oregon,Office Supplies,Paper,Notebook Set,22,8,0.0,176.0,70.4,105.6,Debit Card,Same Day,60.0
ORD-00281,2025-12-30,C0039,Noah Johnson,Corporate,West,Washington,Office Supplies,Writing,Pen Pack,12,8,0.0,96.0,28.8,67.2,UPI,First Class,70.0
ORD-00282,2024-01-01,C0026,Kavya Johnson,Corporate,Central,Ohio,Office Supplies,Writing,Pen Pack,12,11,0.0,132.0,39.6,92.4,UPI,First Class,70.0
ORD-00283,2024-04-14,C0023,Sara Patel,Home Office,West,California,Office Supplies,Writing,Pen Pack,12,10,0.0,120.0,36.0,84.0,Debit Card,Same Day,70.0
ORD-00284,2025-05-22,C0092,Ethan Patel,Corporate,South,North Carolina,Furniture,Chairs,Office Chair,199,4,0.1,716.4,453.72,262.68,Credit Card,Standard Class,36.67
ORD-00285,2025-11-01,C0141,Lucas Johnson,Consumer,South,Georgia,Office Supplies,Paper,Notebook Set,22,10,0.0,220.0,88.0,132.0,Credit Card,First Class,60.0
ORD-00286,2025-04-14,C0009,Isha Johnson,Home Office,South,North Carolina,Technology,Accessories,Laptop Sleeve,35,4,0.0,140.0,53.2,86.8,Debit Card,Same Day,62.0
ORD-00287,2024-04-19,C0165,Sara Wilson,Consumer,South,North Carolina,Furniture,Tables,Coffee Table,149,3,0.0,447.0,232.44,214.56,Credit Card,Same Day,48.0
ORD-00288,2024-02-02,C0127,Mia Khan,Corporate,West,Oregon,Technology,Computers,Monitor,249,3,0.05,709.65,433.26,276.39,Bank Transfer,Second Class,38.95
ORD-00289,2025-02-24,C0159,Mia Wilson,Corporate,West,Oregon,Furniture,Chairs,Ergonomic Chair,399,2,0.1,718.2,502.74,215.46,Credit Card,Second Class,30.0
ORD-00290,2025-05-08,C0029,Ananya Johnson,Consumer,West,Oregon,Furniture,Tables,Coffee Table,149,3,0.1,402.3,232.44,169.86,Debit Card,Second Class,42.22
ORD-00291,2025-12-12,C0139,Isha Wilson,Home Office,Central,Texas,Office Supplies,Writing,Desk Organizer,28,7,0.0,196.0,80.36,115.64,Credit Card,Standard Class,59.0
ORD-00292,2024-02-04,C0096,Noah Khan,Corporate,West,Washington,Technology,Accessories,USB-C Hub,59,5,0.0,295.0,132.75,162.25,Credit Card,Same Day,55.0
ORD-00293,2024-09-19,C0064,Aarav Miller,Home Office,South,North Carolina,Technology,Accessories,USB-C Hub,59,3,0.0,177.0,79.65,97.35,Bank Transfer,Standard Class,55.0
ORD-00294,2024-10-04,C0179,Noah Patel,Home Office,South,Georgia,Furniture,Chairs,Office Chair,199,3,0.2,477.6,340.29,137.31,Bank Transfer,Same Day,28.75
ORD-00295,2025-01-15,C0039,Noah Johnson,Corporate,Central,Illinois,Technology,Accessories,Laptop Sleeve,35,1,0.05,33.25,13.3,19.95,Debit Card,Second Class,60.0
ORD-00296,2024-01-24,C0178,Isha Khan,Corporate,East,Massachusetts,Office Supplies,Paper,Notebook Set,22,3,0.0,66.0,26.4,39.6,Bank Transfer,Standard Class,60.0
ORD-00297,2025-01-27,C0076,Kavya Brown,Corporate,Central,Illinois,Office Supplies,Paper,Copy Paper,15,7,0.0,105.0,36.75,68.25,Debit Card,Second Class,65.0
ORD-00298,2024-02-16,C0068,Kavya Davis,Home Office,West,Oregon,Technology,Phones,Wireless Headset,129,3,0.0,387.0,189.63,197.37,Bank Transfer,First Class,51.0
ORD-00299,2025-11-27,C0010,Sara Sharma,Corporate,East,Massachusetts,Furniture,Chairs,Office Chair,199,5,0.15,845.75,567.15,278.6,Bank Transfer,Same Day,32.94
ORD-00300,2025-11-20,C0175,Noah Garcia,Consumer,Central,Illinois,Office Supplies,Writing,Pen Pack,12,7,0.2,67.2,25.2,42.0,UPI,Same Day,62.5
ORD-00301,2024-06-14,C0179,Noah Patel,Home Office,Central,Texas,Furniture,Tables,Study Desk,279,3,0.1,753.3,502.2,251.1,Credit Card,First Class,33.33
ORD-00302,2024-06-22,C0038,Kavya Johnson,Consumer,South,Georgia,Office Supplies,Paper,Notebook Set,22,5,0.05,104.5,44.0,60.5,Debit Card,First Class,57.89
ORD-00303,2024-11-15,C0163,Aarav Patel,Corporate,Central,Illinois,Furniture,Tables,Coffee Table,149,4,0.1,536.4,309.92,226.48,Debit Card,First Class,42.22
ORD-00304,2024-12-08,C0150,Noah Brown,Home Office,South,North Carolina,Office Supplies,Writing,Desk Organizer,28,1,0.05,26.6,11.48,15.12,UPI,Same Day,56.84
ORD-00305,2025-12-31,C0119,Kavya Khan,Consumer,West,California,Technology,Phones,Smartphone,699,3,0.15,1782.45,1132.38,650.07,Debit Card,First Class,36.47
ORD-00306,2024-05-10,C0093,Kavya Garcia,Consumer,Central,Illinois,Technology,Phones,Smartphone,699,4,0.1,2516.4,1509.84,1006.56,UPI,Same Day,40.0
